request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_188,107.66499999999985,not_affordable,not_recommended,none,,none,"Request 2,464.00 EUR; spendable balance after pending-debit reserve is 1,485.30 EUR. Conservative safe amount on request date is 107.66 EUR while keeping the required minimum of 900.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,"Request 488.40 EUR; spendable balance after pending-debit reserve is 1,147.66 EUR. Conservative safe amount on request date is 488.40 EUR while keeping the required minimum of 400.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, retirement_investment."
request_190,545.8400000000006,affordable_with_plan,full_payment,2024-12-15:2557.5,2024-12-15,reduce_to:event_17577:37.5,"Request 2,557.50 EUR; spendable balance after pending-debit reserve is 3,155.80 EUR. Conservative safe amount on request date is 545.84 EUR while keeping the required minimum of 1,600.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_17577:37.5. Priorities retained: emergency_savings, housing."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,"Request 664.40 EUR; spendable balance after pending-debit reserve is 1,591.06 EUR. Conservative safe amount on request date is 664.40 EUR while keeping the required minimum of 500.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, family_support."
request_192,0.0,not_affordable,not_recommended,none,,none,"Request 2,046.00 USD; spendable balance after pending-debit reserve is 1,384.80 USD. Conservative safe amount on request date is 0.00 USD while keeping the required minimum of 1,000.00 USD. No safe completion plan using the permitted payment methods is available. Priorities retained: retirement_investment, emergency_savings."
request_193,31.019999999999982,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-15,none,"Request 1,212.20 EUR; spendable balance after pending-debit reserve is 1,310.62 EUR. Conservative safe amount on request date is 31.02 EUR while keeping the required minimum of 1,000.00 EUR. An allowed installment option completes by 2024-05-22; total payable is 1,260.69 EUR. Priorities retained: education, emergency_savings."
request_194,33536.96999999997,affordable_later,wait,2026-01-23:132800,2026-01-23,none,"Request 132,800.00 INR; spendable balance after pending-debit reserve is 208,630.00 INR. Conservative safe amount on request date is 33,536.97 INR while keeping the required minimum of 113,600.00 INR. One full payment becomes safe on 2026-01-23. Priorities retained: healthcare, family_support."
request_195,1064.3500000000001,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Request 1,170.40 EUR; spendable balance after pending-debit reserve is 2,011.18 EUR. Conservative safe amount on request date is 1,064.35 EUR while keeping the required minimum of 700.00 EUR. An allowed installment option completes by 2026-03-10; total payable is 1,217.22 EUR. Priorities retained: emergency_savings, travel."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,"Request 762.30 EUR; spendable balance after pending-debit reserve is 1,575.65 EUR. Conservative safe amount on request date is 762.30 EUR while keeping the required minimum of 500.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: debt_repayment, emergency_savings."
request_197,0.0,not_affordable,not_recommended,none,,none,"Request 50,939,000.00 IDR; spendable balance after pending-debit reserve is 96,081,218.26 IDR. Conservative safe amount on request date is 0.00 IDR while keeping the required minimum of 26,245,900.00 IDR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Request 185,800.00 INR; spendable balance after pending-debit reserve is 386,390.00 INR. Conservative safe amount on request date is 185,800.00 INR while keeping the required minimum of 124,300.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, retirement_investment."
request_199,23674000.0,affordable_now,full_payment,2024-09-04:23674000,2024-09-04,none,"Request 23,674,000.00 IDR; spendable balance after pending-debit reserve is 136,691,818.94 IDR. Conservative safe amount on request date is 23,674,000.00 IDR while keeping the required minimum of 25,359,500.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Request 21,717,000.00 IDR; spendable balance after pending-debit reserve is 52,871,550.00 IDR. Conservative safe amount on request date is 21,717,000.00 IDR while keeping the required minimum of 20,114,600.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, family_support."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Request 23,997,000.00 IDR; spendable balance after pending-debit reserve is 77,308,400.00 IDR. Conservative safe amount on request date is 23,997,000.00 IDR while keeping the required minimum of 17,304,500.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Request 123,900.00 INR; spendable balance after pending-debit reserve is 356,135.00 INR. Conservative safe amount on request date is 123,900.00 INR while keeping the required minimum of 147,800.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, family_support."
request_203,1442.1,affordable_now,full_payment,2025-05-07:1442.1,2025-05-07,none,"Request 1,442.10 EUR; spendable balance after pending-debit reserve is 8,230.38 EUR. Conservative safe amount on request date is 1,442.10 EUR while keeping the required minimum of 1,400.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_204,0.0,not_affordable,not_recommended,none,,none,"Request 588.74 EUR; spendable balance after pending-debit reserve is 2,626.28 EUR. Conservative safe amount on request date is 0.00 EUR while keeping the required minimum of 1,300.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Request 10,621,000.00 IDR; spendable balance after pending-debit reserve is 31,462,900.00 IDR. Conservative safe amount on request date is 10,621,000.00 IDR while keeping the required minimum of 13,994,300.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, housing."
request_206,1404.7,affordable_now,full_payment,2025-08-03:1404.7,2025-08-03,none,"Request 1,404.70 EUR; spendable balance after pending-debit reserve is 5,231.14 EUR. Conservative safe amount on request date is 1,404.70 EUR while keeping the required minimum of 900.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_207,5400.549999999996,affordable_with_plan,full_payment,2026-07-15:11830,2026-07-15,stop:event_19033,"Request 11,830.00 ZAR; spendable balance after pending-debit reserve is 26,729.60 ZAR. Conservative safe amount on request date is 5,400.55 ZAR while keeping the required minimum of 13,600.00 ZAR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_19033. Priorities retained: healthcare, retirement_investment."
request_208,3015814.294999998,affordable_with_plan,full_payment,2024-06-15:4413000,2024-06-15,reduce_to:event_19180:274550,"Request 4,413,000.00 IDR; spendable balance after pending-debit reserve is 16,928,800.00 IDR. Conservative safe amount on request date is 3,015,814.29 IDR while keeping the required minimum of 10,470,700.00 IDR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_19180:274550. Priorities retained: emergency_savings, housing."
request_209,2515.209999999999,affordable_later,wait,2026-03-15:56914,2026-03-15,none,"Request 56,914.00 ZAR; spendable balance after pending-debit reserve is 27,025.10 ZAR. Conservative safe amount on request date is 2,515.21 ZAR while keeping the required minimum of 18,400.00 ZAR. One full payment becomes safe on 2026-03-15. Priorities retained: education, family_support."
request_210,1115.1399999999999,affordable_with_plan,partial_payment,2026-04-06:1115.14|2026-04-15:244.88,2026-04-15,none,"Request 1,360.02 USD; spendable balance after pending-debit reserve is 3,379.52 USD. Conservative safe amount on request date is 1,115.14 USD while keeping the required minimum of 2,000.00 USD. A two-payment schedule is feasible within the requested deadline. Priorities retained: retirement_investment, emergency_savings."
request_211,265.14999999999986,affordable_with_plan,full_payment,2024-10-15:1788.6,2024-10-15,reduce_to:event_19369:27.5,"Request 1,788.60 EUR; spendable balance after pending-debit reserve is 2,727.89 EUR. Conservative safe amount on request date is 265.15 EUR while keeping the required minimum of 1,500.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_19369:27.5. Priorities retained: education, emergency_savings."
request_212,4214619.200000003,not_affordable,not_recommended,none,,none,"Request 71,934,000.00 IDR; spendable balance after pending-debit reserve is 51,923,800.00 IDR. Conservative safe amount on request date is 4,214,619.20 IDR while keeping the required minimum of 29,579,800.00 IDR. No safe completion plan using the permitted payment methods is available. Priorities retained: healthcare, family_support."
request_213,3362.4,affordable_now,full_payment,2026-01-07:3362.4,2026-01-07,none,"Request 3,362.40 USD; spendable balance after pending-debit reserve is 12,051.94 USD. Conservative safe amount on request date is 3,362.40 USD while keeping the required minimum of 2,100.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_214,65515.610000000015,affordable_with_plan,partial_payment,2024-12-04:65515.61|2024-12-15:4234.39,2024-12-15,none,"Request 69,750.00 INR; spendable balance after pending-debit reserve is 292,180.00 INR. Conservative safe amount on request date is 65,515.61 INR while keeping the required minimum of 174,900.00 INR. A two-payment schedule is feasible within the requested deadline. Priorities retained: emergency_savings, travel."
request_215,29986.0,affordable_now,full_payment,2025-05-06:29986,2025-05-06,none,"Request 29,986.00 ZAR; spendable balance after pending-debit reserve is 93,951.16 ZAR. Conservative safe amount on request date is 29,986.00 ZAR while keeping the required minimum of 15,700.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_216,570.7300000000005,affordable_with_plan,full_payment,2026-09-15:3332.4,2026-09-15,stop:event_19898,"Request 3,332.40 USD; spendable balance after pending-debit reserve is 2,966.80 USD. Conservative safe amount on request date is 570.73 USD while keeping the required minimum of 1,800.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_19898. Priorities retained: healthcare, retirement_investment."
request_217,19532.655,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Request 37,180.00 ZAR; spendable balance after pending-debit reserve is 58,401.97 ZAR. Conservative safe amount on request date is 19,532.65 ZAR while keeping the required minimum of 26,800.00 ZAR. An allowed installment option completes by 2024-05-20; total payable is 38,667.21 ZAR. Priorities retained: emergency_savings, housing."
request_218,26350974.21,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Request 61,142,000.00 IDR; spendable balance after pending-debit reserve is 72,419,614.80 IDR. Conservative safe amount on request date is 26,350,974.21 IDR while keeping the required minimum of 34,477,200.00 IDR. An allowed installment option completes by 2025-10-02; total payable is 63,587,679.99 IDR. Priorities retained: education, family_support."
request_219,0.0,not_affordable,not_recommended,none,,none,"Request 1,673.10 EUR; spendable balance after pending-debit reserve is 2,815.51 EUR. Conservative safe amount on request date is 0.00 EUR while keeping the required minimum of 1,100.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: retirement_investment, emergency_savings."
request_220,74.93499999999995,affordable_later,wait,2024-09-15:3118.5,2024-09-15,none,"Request 3,118.50 EUR; spendable balance after pending-debit reserve is 1,407.32 EUR. Conservative safe amount on request date is 74.93 EUR while keeping the required minimum of 1,100.00 EUR. One full payment becomes safe on 2024-09-15. Priorities retained: education, emergency_savings."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Request 109,800.00 INR; spendable balance after pending-debit reserve is 265,315.00 INR. Conservative safe amount on request date is 109,800.00 INR while keeping the required minimum of 81,500.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, family_support."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Request 34,078.00 ZAR; spendable balance after pending-debit reserve is 116,962.10 ZAR. Conservative safe amount on request date is 34,078.00 ZAR while keeping the required minimum of 27,300.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,"Request 898.70 EUR; spendable balance after pending-debit reserve is 2,191.51 EUR. Conservative safe amount on request date is 898.70 EUR while keeping the required minimum of 800.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: debt_repayment, emergency_savings."
request_224,10077298.659999996,affordable_with_plan,partial_payment,2025-02-04:10077298.66|2025-02-15:249701.34,2025-02-15,none,"Request 10,327,000.00 IDR; spendable balance after pending-debit reserve is 49,969,400.00 IDR. Conservative safe amount on request date is 10,077,298.66 IDR while keeping the required minimum of 22,187,600.00 IDR. A two-payment schedule is feasible within the requested deadline. Priorities retained: education, debt_repayment."
request_225,9636373.345000003,affordable_with_plan,full_payment,2026-09-15:22059000,2026-09-15,reduce_to:event_20649:314450,"Request 22,059,000.00 IDR; spendable balance after pending-debit reserve is 35,791,159.60 IDR. Conservative safe amount on request date is 9,636,373.35 IDR while keeping the required minimum of 17,670,700.00 IDR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_20649:314450. Priorities retained: emergency_savings, housing."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Request 157,000.00 INR; spendable balance after pending-debit reserve is 581,180.00 INR. Conservative safe amount on request date is 157,000.00 INR while keeping the required minimum of 209,400.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, housing."
request_227,11039.819999999992,affordable_later,wait,2025-09-15:259700,2025-09-15,none,"Request 259,700.00 INR; spendable balance after pending-debit reserve is 105,655.00 INR. Conservative safe amount on request date is 11,039.82 INR while keeping the required minimum of 62,900.00 INR. One full payment becomes safe on 2025-09-15. Priorities retained: education, family_support."
request_228,0.0,not_affordable,not_recommended,none,,none,"Request 63,327,000.00 IDR; spendable balance after pending-debit reserve is 36,748,550.00 IDR. Conservative safe amount on request date is 0.00 IDR while keeping the required minimum of 26,191,200.00 IDR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_229,443.0200000000002,affordable_with_plan,full_payment,2024-05-15:1526.8,2024-05-15,stop:event_21032,"Request 1,526.80 EUR; spendable balance after pending-debit reserve is 1,800.52 EUR. Conservative safe amount on request date is 443.02 EUR while keeping the required minimum of 1,000.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_21032. Priorities retained: education, emergency_savings."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Request 3,537.60 EUR; spendable balance after pending-debit reserve is 8,676.76 EUR. Conservative safe amount on request date is 3,537.60 EUR while keeping the required minimum of 2,000.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, family_support."
request_231,35706.0,affordable_now,full_payment,2026-01-03:35706,2026-01-03,none,"Request 35,706.00 ZAR; spendable balance after pending-debit reserve is 84,590.59 ZAR. Conservative safe amount on request date is 35,706.00 ZAR while keeping the required minimum of 24,300.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_232,0.0,not_affordable,not_recommended,none,,none,"Request 1,970.10 EUR; spendable balance after pending-debit reserve is 4,269.40 EUR. Conservative safe amount on request date is 0.00 EUR while keeping the required minimum of 2,400.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_233,0.0,not_affordable,not_recommended,none,,none,"Request 6,241,000.00 IDR; spendable balance after pending-debit reserve is 19,341,300.00 IDR. Conservative safe amount on request date is 0.00 IDR while keeping the required minimum of 10,365,700.00 IDR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_234,220.35000000000002,affordable_with_plan,full_payment,2026-08-15:1213.3,2026-08-15,stop:event_21536,"Request 1,213.30 EUR; spendable balance after pending-debit reserve is 1,228.60 EUR. Conservative safe amount on request date is 220.35 EUR while keeping the required minimum of 700.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_21536. Priorities retained: healthcare, retirement_investment."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,"Request 967.20 USD; spendable balance after pending-debit reserve is 2,086.28 USD. Conservative safe amount on request date is 967.20 USD while keeping the required minimum of 700.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_236,6757733.840000004,affordable_later,wait,2025-05-15:52383000,2025-05-15,none,"Request 52,383,000.00 IDR; spendable balance after pending-debit reserve is 31,173,450.00 IDR. Conservative safe amount on request date is 6,757,733.84 IDR while keeping the required minimum of 16,768,600.00 IDR. One full payment becomes safe on 2025-05-15. Priorities retained: education, family_support."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Request 23,826,000.00 IDR; spendable balance after pending-debit reserve is 100,824,550.00 IDR. Conservative safe amount on request date is 23,826,000.00 IDR while keeping the required minimum of 22,431,500.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_238,663.6,affordable_now,full_payment,2024-12-07:663.6,2024-12-07,none,"Request 663.60 USD; spendable balance after pending-debit reserve is 1,882.07 USD. Conservative safe amount on request date is 663.60 USD while keeping the required minimum of 700.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_239,0.0,not_affordable,not_recommended,none,,none,"Request 642.00 USD; spendable balance after pending-debit reserve is 1,988.90 USD. Conservative safe amount on request date is 0.00 USD while keeping the required minimum of 600.00 USD. No safe completion plan using the permitted payment methods is available. Priorities retained: healthcare, family_support."
request_240,0.0,not_affordable,not_recommended,none,,none,"Request 101,200.00 INR; spendable balance after pending-debit reserve is 90,200.00 INR. Conservative safe amount on request date is 0.00 INR while keeping the required minimum of 52,800.00 INR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_241,21052000.0,affordable_now,full_payment,2024-03-03:21052000,2024-03-03,none,"Request 21,052,000.00 IDR; spendable balance after pending-debit reserve is 88,633,322.14 IDR. Conservative safe amount on request date is 21,052,000.00 IDR while keeping the required minimum of 19,252,000.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: debt_repayment, emergency_savings."
request_242,0.0,not_affordable,not_recommended,none,,none,"Request 1,966.80 EUR; spendable balance after pending-debit reserve is 969.40 EUR. Conservative safe amount on request date is 0.00 EUR while keeping the required minimum of 600.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Request 17,468.00 ZAR; spendable balance after pending-debit reserve is 46,399.00 ZAR. Conservative safe amount on request date is 17,468.00 ZAR while keeping the required minimum of 19,900.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, retirement_investment."
request_244,0.0,not_affordable,not_recommended,none,,none,"Request 49,918.00 ZAR; spendable balance after pending-debit reserve is 126,279.20 ZAR. Conservative safe amount on request date is 0.00 ZAR while keeping the required minimum of 45,900.00 ZAR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_245,32377.13000000002,affordable_with_plan,full_payment,2025-12-15:128500,2025-12-15,reduce_to:event_22583:2075,"Request 128,500.00 INR; spendable balance after pending-debit reserve is 160,360.00 INR. Conservative safe amount on request date is 32,377.13 INR while keeping the required minimum of 94,600.00 INR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_22583:2075. Priorities retained: emergency_savings, travel."
request_246,64086.0,affordable_now,full_payment,2026-04-03:64086,2026-04-03,none,"Request 64,086.00 ZAR; spendable balance after pending-debit reserve is 201,692.06 ZAR. Conservative safe amount on request date is 64,086.00 ZAR while keeping the required minimum of 39,300.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Request 1,059.30 EUR; spendable balance after pending-debit reserve is 2,819.20 EUR. Conservative safe amount on request date is 1,059.30 EUR while keeping the required minimum of 1,300.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_248,0.0,not_affordable,not_recommended,none,,none,"Request 1,965.60 USD; spendable balance after pending-debit reserve is 2,807.36 USD. Conservative safe amount on request date is 0.00 USD while keeping the required minimum of 1,300.00 USD. No safe completion plan using the permitted payment methods is available. Priorities retained: healthcare, family_support."
request_249,179.64,affordable_with_plan,full_payment,2026-02-15:643.2,2026-02-15,stop:event_22873,"Request 643.20 USD; spendable balance after pending-debit reserve is 942.40 USD. Conservative safe amount on request date is 179.64 USD while keeping the required minimum of 600.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_22873. Priorities retained: emergency_savings, travel."
request_250,15480.520000000004,affordable_later,wait,2025-04-15:124278,2025-04-15,none,"Request 124,278.00 ZAR; spendable balance after pending-debit reserve is 64,120.00 ZAR. Conservative safe amount on request date is 15,480.52 ZAR while keeping the required minimum of 35,300.00 ZAR. One full payment becomes safe on 2025-04-15. Priorities retained: debt_repayment, emergency_savings."
request_251,1513.6,affordable_now,full_payment,2025-05-03:1513.6,2025-05-03,none,"Request 1,513.60 EUR; spendable balance after pending-debit reserve is 4,648.55 EUR. Conservative safe amount on request date is 1,513.60 EUR while keeping the required minimum of 1,300.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_252,4714997.3999999985,affordable_with_plan,full_payment,2026-08-15:28082000,2026-08-15,stop:event_23156,"Request 28,082,000.00 IDR; spendable balance after pending-debit reserve is 24,262,700.00 IDR. Conservative safe amount on request date is 4,714,997.40 IDR while keeping the required minimum of 15,152,200.00 IDR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_23156. Priorities retained: healthcare, retirement_investment."
request_253,1371.5699999999997,affordable_with_plan,full_payment,2024-05-15:2840.2,2024-05-15,reduce_to:event_23305:45.5,"Request 2,840.20 EUR; spendable balance after pending-debit reserve is 4,635.57 EUR. Conservative safe amount on request date is 1,371.57 EUR while keeping the required minimum of 2,300.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_23305:45.5. Priorities retained: emergency_savings, housing."
request_254,761.9700000000003,affordable_with_plan,full_payment,2025-09-15:3535.2,2025-09-15,stop:event_23348,"Request 3,535.20 USD; spendable balance after pending-debit reserve is 4,259.60 USD. Conservative safe amount on request date is 761.97 USD while keeping the required minimum of 2,500.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_23348. Priorities retained: education, family_support."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Request 3,345,000.00 IDR; spendable balance after pending-debit reserve is 38,518,150.00 IDR. Conservative safe amount on request date is 3,345,000.00 IDR while keeping the required minimum of 9,813,900.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_256,0.0,not_affordable,not_recommended,none,,none,"Request 218,700.00 INR; spendable balance after pending-debit reserve is 394,983.28 INR. Conservative safe amount on request date is 0.00 INR while keeping the required minimum of 168,600.00 INR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_257,487.86999999999944,affordable_with_plan,full_payment,2025-12-15:1352.4,2025-12-15,stop:event_23590,"Request 1,352.40 USD; spendable balance after pending-debit reserve is 2,685.20 USD. Conservative safe amount on request date is 487.87 USD while keeping the required minimum of 1,600.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_23590. Priorities retained: emergency_savings, travel."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Request 1,113.60 USD; spendable balance after pending-debit reserve is 2,603.68 USD. Conservative safe amount on request date is 1,113.60 USD while keeping the required minimum of 500.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_259,253.90999999999985,affordable_with_plan,full_payment,2024-10-15:935,2024-10-15,stop:event_23823,"Request 935.00 EUR; spendable balance after pending-debit reserve is 1,269.30 EUR. Conservative safe amount on request date is 253.91 EUR while keeping the required minimum of 600.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_23823. Priorities retained: debt_repayment, emergency_savings."
request_260,8717458.195,affordable_with_plan,full_payment,2025-04-15:52079000,2025-04-15,reduce_to:event_23978:589000|reduce_to:event_23896:325850|reduce_to:event_23895:478040,"Request 52,079,000.00 IDR; spendable balance after pending-debit reserve is 34,250,000.00 IDR. Conservative safe amount on request date is 8,717,458.20 IDR while keeping the required minimum of 20,727,700.00 IDR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_23978:589000|reduce_to:event_23896:325850|reduce_to:event_23895:478040. Priorities retained: emergency_savings, travel."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Request 1,830.40 EUR; spendable balance after pending-debit reserve is 4,629.96 EUR. Conservative safe amount on request date is 1,830.40 EUR while keeping the required minimum of 1,500.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, retirement_investment."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Request 9,236,000.00 IDR; spendable balance after pending-debit reserve is 85,464,900.00 IDR. Conservative safe amount on request date is 9,236,000.00 IDR while keeping the required minimum of 31,018,500.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, housing."
request_263,8518.66,affordable_later,wait,2025-08-15:51546,2025-08-15,none,"Request 51,546.00 ZAR; spendable balance after pending-debit reserve is 37,850.00 ZAR. Conservative safe amount on request date is 8,518.66 ZAR while keeping the required minimum of 24,100.00 ZAR. One full payment becomes safe on 2025-08-15. Priorities retained: emergency_savings, travel."
request_264,27291.459999999992,affordable_with_plan,full_payment,2026-05-15:111300,2026-05-15,stop:event_24312,"Request 111,300.00 INR; spendable balance after pending-debit reserve is 104,375.00 INR. Conservative safe amount on request date is 27,291.46 INR while keeping the required minimum of 59,500.00 INR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_24312. Priorities retained: retirement_investment, emergency_savings."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Request 45,970.00 INR; spendable balance after pending-debit reserve is 786,105.00 INR. Conservative safe amount on request date is 45,970.00 INR while keeping the required minimum of 189,700.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_266,773.8250000000003,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Request 935.00 EUR; spendable balance after pending-debit reserve is 2,354.92 EUR. Conservative safe amount on request date is 773.83 EUR while keeping the required minimum of 900.00 EUR. An allowed installment option completes by 2025-09-28; total payable is 972.39 EUR. Priorities retained: healthcare, family_support."
request_267,1801.205,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Request 1,925.00 EUR; spendable balance after pending-debit reserve is 3,648.98 EUR. Conservative safe amount on request date is 1,801.20 EUR while keeping the required minimum of 1,500.00 EUR. An allowed installment option completes by 2026-03-09; total payable is 2,001.99 EUR. Priorities retained: emergency_savings, travel."
request_268,1046.9099999999999,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Request 2,426.60 EUR; spendable balance after pending-debit reserve is 2,912.52 EUR. Conservative safe amount on request date is 1,046.91 EUR while keeping the required minimum of 1,400.00 EUR. An allowed installment option completes by 2024-08-15; total payable is 2,523.66 EUR. Priorities retained: debt_repayment, emergency_savings."
